Name,Symbol,ISIN,WKN,Exchange,UsSymbol
MANTEX AB,2NA,SE0009663339,A2DN7X,XFRA,
Manulife Financial Corp.,MLU,CA56501R1064,926517,XFRA,
MANUTAN INTL SA INH. EO 2,8IU,FR0000032302,870176,XFRA,
Manx Financial Group PLC,3IM,IM00B28ZPX83,A0NBXP,XFRA,
Manz AG,M5Z,DE000A0JQ5U3,A0JQ5U,XETR,
MAOYAN ENTERTAINMENT,9ME,KYG5804A1076,A2PCAW,XFRA,
MAOYE INTERNATIONAL HDG.,5MIA,KYG5804G1047,A0MS38,XFRA,
Mapfre S.A.,CMAB,ES0124244E34,A0LCRN,XFRA,
MAPLE GOLD MINES LTD,M3G,CA5651271077,A2H71G,XFRA,
MAPLE LEAF FOODS,M1L,CA5649051078,895302,XFRA,
MAPLE LEAF GREEN WORLD,4HV,CA5652971089,A1J51A,XFRA,
Mapletree Greater China Commercial Trust,7MGC,SG2F55990442,A1JL67,XFRA,
MAPLETREE INDUSTIAL TST,M2L,SG2C32962814,A1C7NP,XFRA,
MARATHON DIGITAL HOLDINGS,M44,US5657881067,A2QQBE,XFRA,MARA
MARATHON GOLD CORP.,MC8,CA56580Q1028,A0YH1U,XFRA,
Marathon Oil Corp.,USS,US5658491064,852789,XETR,MRO
Marathon Petroleum Corp.,MPN,US56585A1025,A1JEXK,XETR,MPC
MARBLE FINANCIAL INC.,2V0,CA5660551097,A2PVRD,XFRA,
"MARCHEX INC. DL-,01",NHM,US56624R1086,A0B9KJ,XFRA,MCHX
MARCUS CORP. DL 1,3L1,US5663301068,860665,XFRA,MCS
"MARCUS+MILLICHAP DL-,0001",M6M,US5663241090,A1W54Z,XFRA,MMI
MARENICA ENERGY LTD,WTT,AU000000MEY0,A0YFVL,XFRA,
MARFIN INVESTMENT GRP,M3K,GRS314003005,A0B8KZ,XFRA,
MARGARET LAKE DIAMONDS,M85,CA56658A1049,A2ARXY,XFRA,
Marie Brizard Wine&Spirits SA,BED,FR0000060873,904974,XFRA,
MARIFIL MINES LTD,MMRB,CA56781Y3005,A2JBXD,XFRA,
MARIMACA COPPER CORP.,E2E1,CA56783M1068,A2P5GK,XFRA,
"MARIN SOFTWARE DL -,001",2MAA,US56804T2050,A2JSTP,XFRA,MRIN
"MARINEMAX DL-,001",MLW,US5679081084,914727,XFRA,HZO
MARINOMED BIOTECH AG INH.,MBG,ATMARINOMED6,A2N9MM,XFRA,
"MARINUS PHARMAC. DL-,001",61Y,US56854Q2003,A2QEUC,XFRA,MRNS
Markel Corp.,MKV,US5705351048,885036,XFRA,MKL
"MARKER THERAPEUT. DL-,01",GX1N,US57055L1070,A2N7XT,XFRA,MRKR
MarketAxess Holdings Inc.,MWI,US57060D1081,A0B897,XETR,MKTX
MARKS & SPENCER GRP,MA6,GB0031274896,534418,XFRA,
"MARLIN BUSINESS DL-,01",MBM,US5711571068,726130,XFRA,MRLN
MARMOTA ENERGY LTD,43M,AU000000MEU8,A0M2RS,XFRA,
MAROC TELECOM,MSPA,MA0000011488,A0J3AH,XFRA,
"MARR S.P.A. EO-,50",M6Z,IT0003428445,A0ERXE,XFRA,
Marriott International Inc.,MAQ,US5719032022,913070,XETR,MAR
"MARRIOTT VAC.WORLD.DL-,01",M8V,US57164Y1073,A1JNDJ,XETR,VAC
"MARRONE BIO INN.DL-,00001",0MB,US57165B1061,A1W30B,XFRA,MBII
Mars One Ventures,KCC,CH0132106482,A14NYB,XFRA,
Marsh & McLennan Cos. Inc.,MSN,US5717481023,858415,XETR,MMC
"MARSHALL MOT.HLDGS LS-,64",8MM,GB00BVYB2Q58,A14RAT,XFRA,
"MARSHALLS PLC LS -,25",1QG,GB00B012BV22,A0B59C,XFRA,
MARSTONS,WVDA,GB00B1JQDM80,A0LGA4,XFRA,
"MARTEN TRANSP.LTD DL-,01",MT9,US5730751089,923455,XFRA,MRTN
"MARTIFER SGPS S.A. EO-,50",FRW,PTMFR0AM0003,A0MVD4,XFRA,
Martin Marietta Materials Inc.,MMX,US5732841060,889585,XFRA,MMX
MARTINREA INTL.,03M,CA5734591046,912842,XFRA,
Marubeni Corp.,MARA,JP3877600001,860414,XFRA,
"MARUDAI FOOD CO., LTD",MFL2,DE000A2N4944,A2N494,XFRA,
"MARUDAI FOOD CO., LTD Registered Shares",MFL1,JP3876400007,859146,XFRA,
MARUHA NICHIRO CORP.,6MN,JP3876600002,A1XFC8,XFRA,
Marui Group Co. Ltd.,MUI,JP3870400003,855670,XFRA,
MARUWA CO. LTD.,6X5,JP3879250003,896803,XFRA,
MARUWA UNYU KIKAN CO.LTD,1YM,JP3879170003,A1XFEN,XFRA,
MARVEL DISCOVERY CORP.,O4T,CA57383V1085,A2QP5J,XFRA,
MARVEL GOLD LTD,GR2,AU0000102154,A2QB8V,XFRA,
Marvell Technology Group Ltd.,MVL,BMG5876H1051,930131,XFRA,
Maschinenfabrik Berthold Hermle AG Vz,MBH3,DE0006052830,605283,XFRA,
Masco Corp.,MSQ,US5745991068,856632,XETR,MAS
MASI AGRICOLA S.P.A.,0CY,IT0004125677,A14V7C,XFRA,
MASIMO,3M4,US5747951003,578074,XFRA,MASI
MASON GRAPHITE INC.,M01,CA57520W1005,A1J8EY,XFRA,
MASONITE INTL CORP.,MII,CA5753851099,A1W3YG,XFRA,
"MASTEC INC. DL-,10",MY8,US5763231090,861257,XFRA,MTZ
MasterCard Inc.,M4I,US57636Q1040,A0F602,XETR,MA
MASTERCRAFT BOAT HLDGS,1SG,US57637H1032,A2N9VT,XFRA,MCFT
Masterflex SE,MZX,DE0005492938,549293,XETR,
Mastermyne Group Ltd.,024,AU000000MYE0,A1CXTE,XFRA,
"MASTRAD EO-,14",7ZV,FR0004155687,A0LD7Y,XFRA,
MATADOR PART. GRP SF 1,SQL,CH0042797206,A0Q3W8,XETR,
"MATADOR RESOURSES DL -,01",7MR,US5764852050,A1JTVV,XFRA,MTDR
MATAHARI PUTRA PRIMA,LU6A,ID1000125909,A1J9K8,XFRA,
MATAS,1MTA,DK0060497295,A1W023,XFRA,
"MATCH GR.INC. NEW DL-,001",4MGN,US57667L1070,A2P75D,XETR,MTCH
MATERIALISE SP.ADR 1,06MA,US57667T1007,A112H0,XFRA,MTLS
MATERION CORP. DL 1,BEM,US5766901012,A1JH3T,XFRA,MTRN
MATERNUS-Kliniken AG ,MAK,DE0006044001,604400,XETR,
MATICA ENTERPRISES INC.,39N,CA5768081096,A117H7,XFRA,
"MATINAS BIOPH.HLD.DL-,001",6LJ,US5768101058,A2DMQP,XFRA,MTNB
Matrix Composit.&Engineer.Ltd.,8ME,AU000000MCE6,A0YEFF,XFRA,
"MATRIX SERV. CO. DL-,01",MX2,US5768531056,880420,XFRA,MTRX
Matsa Resources Ltd.,KB2,AU000000MAT8,A0RE43,XFRA,
MATSON INC.,68M,US57686G1058,A1J0SW,XFRA,MATX
MATSUI SECURITIES,MTW,JP3863800003,694425,XFRA,
Mattel Inc.,MTT,US5770811025,851704,XETR,MAT
MATTHEWS INTL.'A',MW1A,US5771281012,905720,XFRA,MATW
"MAUNA KEA TECHNOL.EO -,04",1MK,FR0010609263,A1JCLA,XFRA,
MAV BEAUTY BRANDS INC.,1QQ,CA57767U1066,A2JQSQ,XFRA,
MAVERIX METALS,7781,CA57776F4050,A2PK94,XFRA,
MAVSHACK AB,2MV1,SE0005992419,A114H8,XFRA,
MAWSON GOLD LTD,MXR,CA5777891006,A2QA2M,XFRA,
MAX AUTOMATION SE NA O.N.,MXHN,DE000A2DA588,A2DA58,XETR,
MAX RESOURCE CORP.,M1D2,CA57772U3073,A2PT41,XFRA,
MAX21 AG INH O.N.,MA10,DE000A3H2135,A3H213,XETR,
MAXAR TECHNOL.INC. O.N.,2JD,US57778K1051,A2PBD3,XFRA,MAXR
"MAXCYTE INC DL-,01",MYE0,US57777K1060,A2AGVE,XFRA,MAXC
MAXEON SOLAR TECHS,5QJ,SGXZ25336314,A2QBJK,XFRA,
Maxim Integrated Products Inc.,MXI,US57772K1016,876158,XETR,MXI
Maximus Inc.,MMY,US5779331041,907462,XFRA,MMS
MAXIMUS RESOURCES LTD,M5F,AU000000MXR4,A0F613,XFRA,
"MAXLINEAR INC. A DL-,01",JMX,US57776J1007,A0RM07,XFRA,MXL
MAXTECH VENTURES,M1NA,CA5777282073,A1W3JE,XFRA,
MAYNE PHARMA GROUP LTD.,HG6,AU000000MYX0,A1C821,XFRA,
MAYORA INDAH,D7V,ID1000060007,889877,XFRA,
Mayr-Melnhof Karton AG,MYM,AT0000938204,890447,XFRA,
Mazda Motor Corp.,MZA,JP3868400007,854131,XFRA,
MAZDA MOTOR UNSP.ADR/2,MZA0,US5787871038,A0YCLY,XFRA,MZDAY
MBB SE,MBB,DE000A0ETBQ4,A0ETBQ,XETR,
MBH CORP. PLC EO 1,M8H,GB00BF1GH114,A2JDGJ,XETR,
MBIA Inc.,MBJ,US55262C1009,874020,XFRA,MBI
MC MINING LTD,G1V,AU000000MCM9,A2H9D5,XFRA,
MCAN MORTGAGE CORP.,885,CA5791761086,A0LBDP,XFRA,
"MCBRIDE PLC LS-,10",10W,GB0005746358,896261,XFRA,
MCCOLLS RE.GR.(WI) LS-001,2M2,GB00BJ3VW957,A1XE2N,XFRA,
McCormick & Co. Inc.,MCX,US5797802064,858250,XFRA,MKC
"MCCORMICK+CO.INC. DL-,01",MCX0,US5797801074,769073,XFRA,
McDonald's Corp.,MDO,US5801351017,856958,XETR,MCD
McDonald's Holdings Co. (Japan,MJ8,JP3750500005,693608,XFRA,
McEwen Mining Inc.,US8A,US58039P1075,A1JS7T,XETR,MUX
MCH GROUP AG SF 10,MEF1,CH0039542854,A0Q16U,XFRA,
MCI CAPITAL S.A. ZY 1,4SN,PLMCIMG00012,634734,XFRA,
McKay Securities PLC,M8K,GB0005522007,A0DPPL,XFRA,
McKesson Corp.,MCK,US58155Q1031,893953,XFRA,MCK
MCLAREN RESOURCES INC.,3ML,CA5817631099,A0M1KN,XFRA,
MCMILLAN SHAKESPEARE LTD,NMN,AU000000MMS5,A0B9M1,XFRA,
MCOT PCL -FGN- BA 5,OLU,TH0803010014,A0DLK8,XFRA,
MCOT PCL -NVDR- BA 5,OLU1,TH0803010R15,A0DLK7,XFRA,
MCPHERSON'S LTD,M5C,AU000000MCP2,869290,XFRA,
McPhy Energy S.A.,M6P,FR0011742329,A1XFA8,XFRA,
MD MED.GROUP INV.GDR REGS,MD6B,US55279C2008,A1J51U,XFRA,
MDC HDG.,MDH,US5526761086,870917,XFRA,MDC
MDC PARTNERSC. A SV,MD7A,CA5526971042,A0BLSN,XFRA,
MDF COMMERCE INC.,6QT,CA55283M1032,A2QD3S,XFRA,
MDU Resources Group Inc.,MRE,US5526901096,858925,XFRA,MDU
MDXHEALTH S.A.,O6C,BE0003844611,A0J3N3,XFRA,
Mears Group Plc,MM7,GB0005630420,913631,XFRA,
MEBUKI FINANCIAL GROUP,5EE,JP3117700009,A1W9Q3,XFRA,
MECHEL PAO ADR RL 10 1,MHSG,US5838406081,A2AC1G,XFRA,MTL
MECHEL PFD ADRS 1/2/RL 10,MHSE,US5838405091,A1CYLK,XFRA,
"MEDACTA GROUP S.A. SF-,10",6MD,CH0468525222,A2PFTD,XFRA,
MEDALLIA INC. O.N.,3UL,US5840211099,A2PL9R,XFRA,MDLA
"MEDALLION FINL DL-,01",MD5,US5839281061,900961,XFRA,MFIN
MEDALLION RES NEW,MRDN,CA5839352005,A2DVJY,XFRA,
"MEDAVAIL HOLDINGS DL-,001",73M0,US58406B1035,A2QJDM,XFRA,MDVL
"MEDCAP AB SK-,40",61MA,SE0009160872,A2ASQ7,XFRA,
MEDCO ENERGI INTL.,MEF,ID1000053705,893028,XFRA,
MEDCOLCANNA ORGANICS,MO2,CA58406X1050,A2PLCM,XFRA,
MEDEXUS PHARMACEUTIC.,P731,CA58410Q2036,A2PA3U,XFRA,
MEDGOLD RESOURCES CORP.,1XD,CA58436R2019,A1W9Z3,XFRA,
Media and Games Invest plc,M8G,MT0000580101,A1JGT0,XETR,
MEDIA CENTRAL CORP. INC.,3AT,CA58440B1013,A2PUJ3,XFRA,
MEDIACO HLDG INC. A,3WX,US58450D1046,A2PXWX,XFRA,MDIA
"MEDIAN TECHNOLOGIE.EO-,05",4ZG,FR0011049824,A1JCLB,XFRA,
MEDIASEEK INC.,6WJ,JP3920930009,591974,XFRA,
Mediaset España Comunicacion,RWW,ES0152503035,A0B53D,XFRA,
Mediaset S.p.A.,MDS,IT0001063210,901402,XFRA,
MEDIAVALET INC.,M1J,CA58450L3048,A2PRKV,XFRA,
Medibank Private Ltd.,MPV,AU000000MPL3,A12D1W,XFRA,
MEDIBIO LTD,BPN,AU000000MEB8,A12F4U,XFRA,
"MEDICA GROUP PLC LS-,002",2MI,GB00BYV24996,A2DNZY,XFRA,
MEDICAL FACILITIES NEW,31F,CA58457V5036,A1JBK4,XFRA,
MEDICAL PROPERTIES TRUST,M3P,US58463J3041,A0ETK5,XFRA,MPW
"MEDICINOVA NEW DL-,001",RMN,US58468P2065,A0LF3U,XFRA,MNOV
MediClin AG,MED,DE0006595101,659510,XETR,
MEDICOVER AB,5M0B,SE0009778848,A2DRQV,XFRA,
MEDICURE INC.,NGQ1,CA58469E4085,A1J7TZ,XFRA,
"MEDIFAST DL-,001",MDF,US58470H1014,889384,XFRA,MED
MEDIGENE NA O.N. KONV.,MDG1,DE000A1X3W00,A1X3W0,XETR,
"MEDIGUS SP.ADR/50 IL-,01",2QM,US58471G3002,A2NB7X,XFRA,MDGS
"MEDINCELL S.A. EO-,01",MEB,FR0004065605,A2N6VA,XFRA,
MEDIOBANCA,ME9,IT0000062957,851715,XFRA,
MEDION AG,MDN,DE0006605009,660500,XETR,
Medios AG,ILM1,DE000A1MMCC8,A1MMCC,XETR,
MEDIPAL HOLDINGS CORP.,59Z,JP3268950007,897036,XFRA,
MEDIPHARM LABS CORP.,MLZ,CA58504D1006,A2N7AA,XFRA,
MEDIQON Group AG,MCE,DE0006618309,661830,XETR,
"MEDISTIM ASA NK -,25",MD1,NO0010159684,A0D9B1,XFRA,
MEDIVIR B,MVR,SE0000273294,903662,XFRA,
MEDIVOLVE INC.,4NC,CA58503M1014,A2QLK7,XFRA,
"MEDIWOUND LTD IS-,01",M8W,IL0011316309,A110TG,XFRA,
MEDLEY INC.,3YV,JP3921310003,A2PYB2,XFRA,
MEDLEY MANAGEMENT A DL-01,731,US58503T2050,A2QEZG,XFRA,MDLY
MEDMEN ENTERPRISES,0JS,CA58507M1077,A2JM6N,XFRA,
MEDMIRA INC.,47M,CA58501R1029,932414,XFRA,
MEDNAX,PDC,US58502B1061,A0RELL,XFRA,MD
"MEDPACE HOLDINGS DL-,01",01P,US58506Q1094,A2APTV,XFRA,MEDP
MEDPEER INC.,9UN,JP3921240002,A1153F,XFRA,
"MEDSIS PHARMA SA EO 2,-",76D,FR0010844464,A2QN88,XFRA,
Medtronic Inc.,2M6,IE00BTN1Y115,A14M2J,XETR,
Medusa Mining Ltd.,MQG,AU000000MML0,A0BLEX,XFRA,
MEDX HEALTH CORP.,9MH,CA5850901037,A0YJHF,XFRA,
MEG ENERGY,ME7,CA5527041084,A1C2FB,XFRA,
Mega Uranium Ltd.,M6J,CA58516W1041,A0HGWU,XFRA,
MEGACHIPS,MHC,JP3920860008,915913,XFRA,
MEGAWATT LITH.BATT.METALS,WR20,CA58518J1012,A2QNKB,XFRA,
Meggitt PLC,MGI,GB0005758098,865048,XFRA,
MEGMILK SNOW BRAND,6MG,JP3947800003,A0YAV2,XFRA,
MEGUMAGOLD CORP. NEW,2CM2,CA58518M1041,A2JNEA,XFRA,
MEI PHARMA INC.,MMIA,US55279B2025,A1KATX,XFRA,MEIP
MEIDENSHA,MW7,JP3919800007,864751,XFRA,
Meiji Holdings Co. Ltd.,3M0,JP3918000005,A0RL1S,XFRA,
MEIKO ELECTRONICS,MEC,JP3915350007,591239,XFRA,
"MEIRAGTX HLDGSDL-,0000388",328,KYG596651029,A2JGHF,XFRA,
"MEITU INC. DL-,00001",M5U,KYG5966D1051,A2DJD5,XFRA,
MEITUAN CL.B,9MD,KYG596691041,A2N5NR,XFRA,
MEITUAN UNSP.ADR/2B,9MDA,US58533E1038,A2P72F,XFRA,MPNGY
MEKONOMEN AB O.N.,1OM,SE0002110064,A0MYGM,XFRA,
MELBANA ENERGY LTD,MU9A,AU000000MAY8,A2DGME,XFRA,
MELCO INTL.DEV.,MX7A,HK0200030994,A0ET8T,XFRA,
Melco PBL Entmt Macau Ltd.,MAS,US5854641009,A0LF1J,XFRA,MLCO
MELEXIS NV,MEX,BE0165385973,909765,XFRA,
"MELIA HOTELS INTL EO -,20",MEL,ES0176252718,901347,XFRA,
MELIOR RESOURCES INC.,3C2A,CA58548A2039,A2JN4L,XFRA,
MELKIOR RES INC.,MEK1,CA58549W3030,A2P0Z5,XFRA,
"MELR IN PLC LS 0,06857143",27MA,GB00BZ1G4322,A2AC1T,XFRA,
MEMEX INC.,1M6,CA58600T1084,A2AH4C,XFRA,
MEMPHASYS LTD,IG7,AU000000MEM5,A2ANGR,XFRA,
"MEMSCAP ACT.NOUV. EO0,25",MSBA,FR0010298620,A0JJWS,XFRA,
MENICON CO.LTD,5FR,JP3921270009,A14VFU,XFRA,
MENNICA POLSKA ZY 1,7N5,PLMNNCP00011,940259,XFRA,
Mensch und Maschine Software SE,MUM,DE0006580806,658080,XETR,
"MENTICE AB SK -,20",MN2,SE0012673291,A2PK7M,XFRA,
"MENZIES PLC -JOHN- LS-,25",B3N,GB0005790059,885218,XFRA,
"MER TELEM. SOLUT. DL-,01",MT2,IL0010826191,907204,XFRA,
"MERAFE RES LTD. RC-,01",RZT,ZAE000060000,A0DNNZ,XFRA,
Mercadolibre Inc.,MLB1,US58733R1023,A0MYNP,XETR,MELI
MERCANTILE BANK CORP.,MCS,US5873761044,675407,XFRA,MBWM
MERCATOR MEDICAL ZY 1,MM2,PLMRCTR00015,A1XCKG,XFRA,
MERCER INTL INC. DL 1,AEZ,US5880561015,985284,XFRA,MERC
MERCHANTS BANCORP INC.,3KD,US58844R1086,A2H6X2,XFRA,MBIN
Mercialys,M8Y,FR0010241638,A0HFXW,XFRA,
Merck & Co. Inc.,6MK,US58933Y1055,A0YD8Q,XETR,MRK
Merck KGaA,MRK,DE0006599905,659990,XETR,
MERCK KGAA NAM.SP.ADR 1/5,MRKC,US5893392093,A2DUS5,XFRA,MKKGY
MERCURITY FINT.H. ADR 360,WO1C,US58936H1095,A2P40N,XFRA,MFH
MERCURY GENERAL,MCG,US5894001008,870346,XFRA,MCY
"MERCURY SYSTEMS DL -,01",MCY,US5893781089,911843,XFRA,MRCY
Meredith Corp.,MEZ,US5894331017,855421,XFRA,MDP
"MEREO BIOPH. ADR LS-,003",MAH0,US5894921072,A2PEYJ,XFRA,MREO
MERIDIAN BANCORP,3MR,US58958U1034,A118TZ,XFRA,EBSB
MERIDIAN BIO,MR4,US5895841014,871583,XFRA,VIVO
MERIDIAN ENERGY,15M1,NZMELE0002S7,A14SF0,XFRA,
MERIDIAN MNG SE,2MM,NL0012084479,A2DG7M,XFRA,
MERIT MED. SYS,MM3,US5898891040,882361,XFRA,MMSI
"MERITAGE HOMES DL-,01",MEY,US59001A1025,876864,XFRA,MTH
Meritor Inc.,AID1,US59001K1007,A1JFWH,XFRA,MTOR
MERKO EHITUS,MKS,EE3100098328,A0Q639,XFRA,
Merkur Bank KGaA,MBK,DE0008148206,814820,XETR,
MERLIN PPTYS SOCIMI EO 1,MEQA,ES0105025003,A116WC,XFRA,
MERMAID MARITIME PCL BA 1,44M,TH0955010002,A0M5TF,XFRA,
"MERRIMACK PHAR.NEW DL-,01",MP6N,US5903282094,A2DW3Q,XFRA,MACK
"MERSANA THERAP. DL-,0001",0M4,US59045L1061,A2DTR7,XFRA,MRSN
Mersen S.A.,CBE,FR0000039620,852488,XFRA,
"MERUS N.V. EO -,09",2GH,NL0011606264,A2AKFX,XFRA,
MERYLLION RES CORP.,MRQ0,CA59047T2065,A2QJR0,XFRA,
MESA AIR GROUP INC,M2A,US5904791358,A2JSA9,XFRA,MESA
MESA LABS INC.,MLI,US59064R1095,923604,XFRA,MLAB
Mesoblast Ltd.,LWB,AU000000MSB8,A0DNPW,XFRA,
MESOBLAST SP.ADRS 144A/5,LWBA,US5907171046,A2AA6U,XFRA,MESO
"META FINANCIAL GRP DL-,01",FM7,US59100U1088,A0DQFX,XFRA,CASH
Metabolic Explorer,7ME,FR0004177046,A0MN12,XFRA,
METACON AB B,M16,SE0003086214,A1H43V,XFRA,
METAIR INVTS LTD O.N.,M4HA,ZAE000090692,A0MKMC,XFRA,
"METAL TIGER PLC LS -,001",EBRA,GB00BMQC0691,A2P56X,XFRA,
METALCORP LTD,OWC,CA5911451071,A0JLW7,XFRA,
Metalex Ventures Ltd.,KWY1,CA5909152038,A0RGL5,XFRA,
METALICITY LTD,P8O,AU000000MCT4,A14XKX,XFRA,
METALL ZUG AG NA B SF 25,NDH1,CH0039821084,A0Q221,XFRA,
METALLA ROYAL.STREAM. ON,X9C,CA59124U6051,A2PW66,XFRA,
METALLIC MINERALS CORP.,9MM1,CA59126M1068,A2ARTX,XFRA,
METALLICA METALS CORP.,SY7P,CA5912551044,A2QLCJ,XFRA,
Metallica Minerals Ltd.,MM4,AU000000MLM0,591060,XFRA,
METALLIS RESOURCES INC.,0CVM,CA59125R1064,A1W2NG,XFRA,
Metallurgical Corp. of China,6MT,CNE100000FF3,A0YA9C,XFRA,
METALS CREEK RES,M1C1,CA59131Q2099,A14X17,XFRA,
"METALS EXPLORATION LS-,01",MJ4,GB00B0394F60,A0DPHS,XFRA,
Metals X Ltd.,FG5,AU000000MLX7,A0LG1C,XFRA,
METALSTECH LTD,MT1,AU000000MTC4,A2DJM2,XFRA,
METAWATER CO.LTD,2MW,JP3921260000,A12GHB,XFRA,
Metcash Ltd.,MG9,AU000000MTS0,A0D935,XFRA,
METEORIC RESOURCES N.L.,RNF,AU000000MEI3,A0CBAZ,XFRA,
Methanex Corp.,MX5,CA59151K1084,882639,XFRA,
"METHODE ELECTR. DL-,50",ME5A,US5915202007,900070,XFRA,MEI
MetLife Inc.,MWZ,US59156R1086,934623,XETR,MET
Metro AG (St),B4B,DE000BFB0019,BFB001,XETR,
"METRO AG UNSP.ADR/0,50",B4BX,US59161U1043,A2QE15,XETR,MTGGY
METRO AG Vz,CEC1,DE0007257537,725753,XETR,
METRO AG VZO O.N.,B4B3,DE000BFB0027,BFB002,XETR,
"METRO BANK LS -,000001",6MB,GB00BZ6STL67,A2AFPB,XFRA,
Metro Inc. Cl A,62M,CA59162N1096,883704,XFRA,
METRO MINING LTD,6ME,AU000000MMI6,A12GBB,XFRA,
"METROCITY BANKSHARES -,01",7IR,US59165J1051,A2PSZ6,XFRA,MCBS
Metropole Television M6,MMT,FR0000053225,892790,XFRA,
"METROVACESA S.A. EO 7,2",MS6N,ES0105122024,A2JSF7,XFRA,
METSA BOARD B,MSRB,FI0009000665,876917,XFRA,
METSO OUTOTEC UNS.ADR 1/2,M6QB,US5926721094,A2P9DS,XFRA,OUKPY
Mettler-Toledo International I,MTO,US5926881054,910553,XETR,MTD
MeVis Medical Solutions AG,M3V,DE000A0LBFE4,A0LBFE,XETR,
MEWAH INTERNATIONAL,MWX,KYG6074A1085,A0YD5G,XFRA,
"MEXCO ENERGY CORP. DL-,50",MZB,US5927701012,A0BMH8,XFRA,MXC
MEXICAN GOLD MINING,4QW1,CA5928191066,A2PZ2P,XFRA,
Meyer Burger Technology AG,M6YA,CH0108503795,A0YJZX,XFRA,
MFA FINANCIAL,M4Z,US55272X1028,938237,XFRA,MFA
MGC PHARMACEUTICALS LTD,H5O,AU000000MXC6,A2ACB6,XFRA,
MGI DIGITAL GR.T.INH.EO 1,2EI,FR0010353888,A0LHLN,XFRA,
MGIC Investment Corp.,MGC,US5528481030,882538,XFRA,MTG
MGM CHINA HOLDINGS,M04,KYG607441022,A1JA42,XFRA,
MGM GROWTH PROPERTIES A,293,US55303A1051,A2AGU7,XFRA,MGP
MGM Resorts International,MGG,US5529531015,880883,XETR,MGM
MGP INGREDIENTS INC.(NEW),M1I,US55303J1060,A1JSBW,XFRA,MGPI
MGX MINERALS INC.,1MG,CA55303L1013,A12E3P,XFRA,
MHP S.A. GDR S/2,MPQ,US55302T2042,A0QZ91,XFRA,MHPC
MIC AG INH O.N.,M3BK,DE000A254W52,A254W5,XETR,
MICH RES LTD,4MMN,CA59407U1084,A2PWKD,XFRA,
MICHAEL PAGE INTERNATIONAL,3MI,GB0030232317,658848,XFRA,
MICHAELS COMPANIES INC.,MIM,US59408Q1067,A116HV,XFRA,MIK
"MICHELMERSH BRICK LS-,20",MPO,GB00B013H060,A0B6TZ,XFRA,
"MICRO FOCUS INTL LS-,10",M7Q7,GB00BJ1F4N75,A2PGUK,XFRA,
MICRO FOCUS INTL SP.ADR N,M7Q8,US5948374039,A2PG9V,XFRA,MFGP
MICROBIX BIOSYSTEMS,2M4,CA59501P1045,935162,XFRA,
"MICROBOT MEDICAL DL-,01",CY9D,US59503A2042,A2N5AS,XFRA,MBOT
Microchip Technology Inc.,MCP,US5950171042,886105,XETR,MCHP
MICROMEM TECHNOLOGIES INC,NKD,CA59509P1062,934279,XFRA,
"MICRON SOLUTIONS DL-,001",MPM,US59511X1054,A2DPS1,XFRA,MICR
Micron Technology Inc.,MTE,US5951121038,869020,XETR,MU
MICRONICS JAPAN CO. LTD,MJ3,JP3750400008,906582,XFRA,
"MICROPOLE S.A.INH. EO-,05",MP4,FR0000077570,578090,XFRA,
MICROPORT CARDIO.MEDTECH.,72X,KYG6082P1054,A2QML9,XFRA,
Microport Scientific Corp.,MSK,KYG608371046,A1C5AB,XFRA,
Microsoft Corp.,MSF,US5949181045,870747,XETR,MSFT
MICROSTRATEG.A NEW DL-001,MIGA,US5949724083,722713,XFRA,MSTR
Microvision Inc. (Wash.),MVIN,US5949603048,A1JUDY,XETR,MVIS
Mid-America Apartm. Comm. Inc.,M2K,US59522J1034,889495,XFRA,MAA
"MIDAS HOLDINGS LTD.SD-,04",MI2,SG1P73919000,A0DNN8,XFRA,
"MIDATECH PHARMA LS-,001",5MPA,GB00BKT14T00,A2P0D8,XFRA,
MIDATECH PHARMA SP.ADR/5,5MPD,US59564R3021,A2P1AJ,XFRA,MTP
MIDDLE ISLAND RES LTD.,M83,AU000000MDI5,A0YGPG,XFRA,
MIDDLEBY,MBY,US5962781010,923608,XFRA,MIDD
MIDLAND HOLDINGS,MTK,BMG4491W1001,A0ERXH,XFRA,
"MIDLAND STS BANCOR.DL-,01",6HU,US5977421057,A2AL52,XFRA,MSBI
MIDPOINT HOLDINGS LTD,8MH1,CA5980292059,A2PY38,XFRA,
MIDSONA AB B 2 SK 5,9KF,SE0000565228,923064,XFRA,
MIDSUMMER AB,5UX,SE0011281757,A2JP7Q,XFRA,
MIDWAY LTD,MI6,AU000000MWY2,A2DG4P,XFRA,
"MIDWICH GROUP PLC LS-,01",9S2,GB00BYSXWW41,A2AJGM,XFRA,
MIE HOLDINGS,19MA,KYG611571061,A1CZQF,XFRA,
MIGHTY RIVER POWER LTD,MRY,NZMRPE0001S2,A1T9LV,XFRA,
"MIKO INTL HLDGS HD-,01",7MK,KYG6117R1002,A1XB7D,XFRA,
"MIKRON HLDG NA SF 0,10",MH4N,CH0003390066,879404,XFRA,
"MILLENDO THERAP. DL-,01",3OS1,US60040X1037,A2PAUC,XFRA,MLND
MILLENN.LITHIUM CORP.,A3N2,CA60040W1059,A2AMUE,XFRA,
"MILLER INDS DL-,01",5OJ,US6005512040,899083,XFRA,MLR
"MILLICOM INTL CELL. DL1,5",M4M1,LU0038705702,889328,XFRA,
